library_id,total_spots,total_bases,taxonomy_id,ScientificName,kingdom,phylum,class,order,family,genus,species
"SRR12713659", 9780750, 2953786500, 106648, " Acinetobacter bereziniae", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Pseudomonadales", " Moraxellaceae", " Acinetobacter", " Acinetobacter bereziniae"
"SRR10522026", 14665793, 4429069486, 2012796, " Candidatus Thiosymbion sp. Type A ELBA JGI 001", " Bacteria", " NA", " Gammaproteobacteria", " Chromatiales", " Chromatiaceae", " Candidatus Thiosymbion", " Candidatus Thiosymbion sp. Type A ELBA JGI 001"
"SRR10040621", 641615, 267639702, 1734450, " Pseudomonas sp. ALS1279", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. ALS1279"
"SRR6364909", 3810274, 1912757548, 2058659, " Pseudomonas sp. YY-1", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. YY-1"
"SRR19546779", 580396, 290198000, 1461074, " Pseudomonas sp. SR18", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. SR18"
"SRR5189134", 899884, 302028800, 716, " Actinobacillus suis", " Bacteria", " NA", " Gammaproteobacteria", " Pasteurellales", " Pasteurellaceae", " Actinobacillus", " Actinobacillus suis"
"SRR5513542", 7809610, 780961000, 1723759, " Pseudoalteromonas sp. P1-26", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Pseudoalteromonadaceae", " Pseudoalteromonas", " Pseudoalteromonas sp. P1-26"
"DRR055126", 889246, 444449897, 1052, " Halorhodospira halochloris", " Bacteria", " NA", " Gammaproteobacteria", " Chromatiales", " Ectothiorhodospiraceae", " Halorhodospira", " Halorhodospira halochloris"
"SRR5165469", 5619474, 1697081148, 1566221, " Pseudomonas sp. NFACC50-1", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. NFACC50-1"
"SRR5436203", 642239, 321119500, 2731247, " Acinetobacter terrae", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter terrae"
"SRR5990291", 4683201, 2583095619, 1645665, " Lysobacter silvestris", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Lysobacter", " Lysobacter silvestris"
"SRR11855378", 1805030, 1083018000, 1843371, " Acinetobacter guerrae", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter guerrae"
"ERR661284", 1027392, 528743119, 1563222, " Citrobacter pasteurii", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Citrobacter", " Citrobacter pasteurii"
"DRR199405", 6760790, 1963265262, 2675717, " Klebsiella sp. WP7-S18-CRE-03", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Klebsiella", " Klebsiella sp. WP7-S18-CRE-03"
"SRR7177918", 4711676, 1422926152, 491947, " Marinomonas balearica", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Oceanospirillaceae", " Marinomonas", " Marinomonas balearica"
"SRR850770", 2757866, 557088932, 1329834, " Enterobacter sp. MGH 38", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter sp. MGH 38"
"SRR14844079", 21060, 38244932, 2842351, " Pseudomonas khavaziana", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas khavaziana"
"SRR4159338", 3790298, 1144669996, 416874, " Halomonas subterranea", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Halomonadaceae", " Halomonas", " Halomonas subterranea"
"SRR17068874", 5287119, 2670815021, 2899079, " Acinetobacter sp. PLB06", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter sp. PLB06"
"SRR10739280", 8271623, 2453328089, 147248, " Halomonas alimentaria", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Halomonadaceae", " Halomonas", " Halomonas alimentaria"
"SRR4210103", 136626, 519909488, 47878, " Pseudomonas azotoformans", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas azotoformans"
"SRR1587407", 8447385, 2534215500, 1121940, " Halomonas halocynthiae DSM 14573", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Halomonadaceae", " Halomonas", " Halomonas halocynthiae"
"SRR21808313", 461339, 2342614019, 381292, " Pseudomonas sp. P7", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. P7"
"SRR20656700", 379318, 92331089, 2735778, " Campylobacter sp. W0049", " Bacteria", " NA", " Gammaproteobacteria", " NA", " NA", " NA", " Campylobacter sp. W0049"
"ERR1449890", 998064, 596264292, 295068, " Marinomonas aquimarina", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Oceanospirillaceae", " Marinomonas", " Marinomonas aquimarina"
"SRR14766812", 16844, 56345723, 2842353, " Pseudomonas ekonensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas ekonensis"
"DRR237663", 3814324, 1144297200, 1473156, " Litoribrevibacter albus", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Oceanospirillaceae", " Litoribrevibacter", " Litoribrevibacter albus"
"SRR5851859", 2781938, 840145276, 1073196, " Pseudoxanthomonas wuyuanensis", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Pseudoxanthomonas", " Pseudoxanthomonas wuyuanensis"
"SRR7216422", 2435116, 730534800, 2070615, " Pseudomonas sp. FW215-R2", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. FW215-R2"
"SRR11061213", 847851, 2434264621, 1163398, " Pseudomonas donghuensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas donghuensis"
"SRR19759398", 7678933, 2319037766, 2918754, " Stenotrophomonas sp. NLF4-10", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Stenotrophomonas", " Stenotrophomonas sp. NLF4-10"
"SRR1587378", 6298513, 1889553900, 1122170, " Legionella wadsworthii DSM 21896 = ATCC 33877", " Bacteria", " NA", " Gammaproteobacteria", " Legionellales", " Legionellaceae", " Legionella", " Legionella wadsworthii"
"SRR4159472", 3484514, 1052323228, 653930, " Halopseudomonas bauzanensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Halopseudomonas", " Halopseudomonas bauzanensis"
"SRR14936109", 1965664, 524782087, 2851819, " Pseudomonas sp. Communal-48-P2", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. Communal-48-P2"
"SRR2911694", 341088, 152989442, 585, " Proteus vulgaris", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Proteus", " Proteus vulgaris"
"SRR8206628", 8360632, 4170700336, 1927128, " Candidatus Enterovibrio luxaltus", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Enterovibrio", " Candidatus Enterovibrio luxaltus"
"SRR8616531", 2500000, 7.5e+08, 2529832, " Pseudomonas sp. 162-2", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. 162-2"
"SRR11462651", 2177578, 964023418, 128780, " Stenotrophomonas acidaminiphila", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Stenotrophomonas", " Stenotrophomonas acidaminiphila"
"SRR4136588", 3658122, 1097436600, 1566188, " Pseudomonas sp. NFACC25", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. NFACC25"
"ERR3163175", 443598, 194810038, 2518972, " Halomonas sp. EAR18", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Halomonadaceae", " Halomonas", " Halomonas sp. EAR18"
"SRR4090062", 3828150, 1156101300, 1500302, " Pseudomonas sp. Snoq117.2", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. Snoq117.2"
"SRR13623185", 1038264, 494499292, 2809260, " Enterobacter sp. 2019QW-00021", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter sp. 2019QW-00021"
"SRR19092006", 1871556, 1126676712, 414, " Methylococcus capsulatus", " Bacteria", " Proteobacteria", " Gammaproteobacteria", " Methylococcales", " Methylococcaceae", " Methylococcus", " Methylococcus capsulatus"
"SRR11038236", 2845959, 859479618, 2707340, " Acinetobacter sp. EKM10A", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter sp. EKM10A"
"SRR14935973", 1206919, 334379899, 2851762, " Pseudomonas sp. 18-WK8-C-4", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. 18-WK8-C-4"
"SRR4176912", 175324, 600446656, 78544, " Pseudomonas gessardii", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas gessardii"
"DRR240126", 7170480, 2151144000, 1534743, " Vibrio hyugaensis", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio hyugaensis"
"SRR728905", 2774609, 560471018, 1191460, " Acinetobacter venetianus RAG-1 = CIP 110063", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter venetianus"
"SRR1587404", 5129880, 1538964000, 1120988, " Anaerobiospirillum succiniciproducens DSM 6400", " Bacteria", " NA", " Gammaproteobacteria", " Aeromonadales", " Succinivibrionaceae", " Anaerobiospirillum", " Anaerobiospirillum succiniciproducens"
"SRR7694208", 1795797, 507425065, 2126991, " Dyella sp. C11", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Rhodanobacteraceae", " Dyella", " Dyella sp. C11"
"SRR21799622", 884813, 404609149, 2218661, " Pseudomonas sp. MDMC17", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. MDMC17"
"SRR14766818", 1556880, 470177760, 2842345, " Pseudomonas triticicola", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas triticicola"
"SRR2154340", 268639, 1796653186, 1159613, " Cronobacter muytjensii ATCC 51329", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Cronobacter", " Cronobacter muytjensii"
"SRR20656697", 625890, 152560874, 2735756, " Campylobacter sp. RM9754", " Bacteria", " NA", " Gammaproteobacteria", " NA", " NA", " NA", " Campylobacter sp. RM9754"
"SRR16643417", 5749109, 1607029756, 226011, " Aestuariibacter halophilus", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Alteromonadaceae", " Aestuariibacter", " Aestuariibacter halophilus"
"SRR15526917", 168644, 1579810087, 2866808, " Pseudomonas sp. MM211", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. MM211"
"SRR7216403", 2483131, 744939300, 2070563, " Pseudomonas sp. GP01-A5", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. GP01-A5"
"SRR14936203", 2801711, 764010594, 2851795, " Pseudomonas sp. 5B-P-1", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. 5B-P-1"
"DRR199184", 3734439, 1068066295, 2675707, " Aeromonas sp. WP2-W18-CRE-05", " Bacteria", " NA", " Gammaproteobacteria", " Aeromonadales", " Aeromonadaceae", " Aeromonas", " Aeromonas sp. WP2-W18-CRE-05"
"SRR850776", 3984783, 804926166, 1329814, " Enterobacter sp. MGH 5", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter sp. MGH 5"
"SRR7216420", 1794203, 538260900, 2070617, " Pseudomonas sp. FW215-E1", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. FW215-E1"
"SRR2080278", 163482, 676971622, 1579979, " Wenzhouxiangella marina", " Bacteria", " NA", " Gammaproteobacteria", " Chromatiales", " Wenzhouxiangellaceae", " Wenzhouxiangella", " Wenzhouxiangella marina"
"SRR3938182", 11879373, 3563811900, 998674, " Leucothrix mucor DSM 2157", " Bacteria", " NA", " Gammaproteobacteria", " Thiotrichales", " Thiotrichaceae", " Leucothrix", " Leucothrix mucor"
"SRR1800307", 6991434, 2097430200, 1158788, " Thioalkalivibrio sp. ALJ22", " Bacteria", " NA", " Gammaproteobacteria", " Chromatiales", " Ectothiorhodospiraceae", " Thioalkalivibrio", " Thioalkalivibrio sp. ALJ22"
"SRR7216384", 1774027, 532208100, 2070678, " Pseudomonas sp. MPR-R1B", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. MPR-R1B"
"SRR7456427", 9941507, 3002335114, 574560, " Photorhabdus temperata", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Photorhabdus", " Photorhabdus temperata"
"SRR2133849", 2016023, 290307312, 379893, " Trabulsiella odontotermitis", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Trabulsiella", " Trabulsiella odontotermitis"
"SRR3989615", 11362398, 1653558047, 2093875, " Escherichia sp. MOD1-EC5462", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Escherichia", " Escherichia sp. MOD1-EC5462"
"SRR1592213", 9373890, 2812167000, 1449214, " Gammaproteobacteria bacterium SCGC AB-663-D05", " Bacteria", " NA", " Gammaproteobacteria", " NA", " NA", " NA", " Gammaproteobacteria bacterium SCGC AB-663-D05"
"SRR3948080", 9595697, 2878709100, 1123400, " Thiofilum flexile DSM 14609", " Bacteria", " NA", " Gammaproteobacteria", " Thiotrichales", " Thiofilaceae", " Thiofilum", " Thiofilum flexile"
"SRR6218733", 500020, 220177572, 264736, " Photobacterium frigidiphilum", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Photobacterium", " Photobacterium frigidiphilum"
"SRR14935975", 1588024, 439084764, 2851761, " Pseudomonas sp. 18-WK8-C-1", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. 18-WK8-C-1"
"SRR1592461", 14022150, 4206645000, 1465449, " Gammaproteobacteria bacterium SCGC AC-312_C09", " Bacteria", " NA", " Gammaproteobacteria", " NA", " NA", " NA", " Gammaproteobacteria bacterium SCGC AC-312_C09"
"SRR16348889", 6319168, 1895750400, 1177169, " Alcanivorax marinus", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Alcanivoracaceae", " Alcanivorax", " Alcanivorax marinus"
"SRR14936073", 44781, 12610376, 2851753, " Escherichia sp. NewBuildingStools-35-ST4-Org1", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Escherichia", " Escherichia sp. NewBuildingStools-35-ST4-Org1"
"SRR14723485", 606255, 362095990, 2339259, " Yersinia hibernica", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Yersiniaceae", " Yersinia", " Yersinia hibernica"
"SRR3723317", 113860, 343895799, 1415780, " Algiphilus aromaticivorans DG1253", " Bacteria", " NA", " Gammaproteobacteria", " Nevskiales", " Algiphilaceae", " Algiphilus", " Algiphilus aromaticivorans"
"SRR15130277", 1328011, 671349979, 2774154, " Pseudoalteromonas ostreae", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Pseudoalteromonadaceae", " Pseudoalteromonas", " Pseudoalteromonas ostreae"
"SRR850775", 4630369, 935334538, 1329813, " Enterobacter sp. MGH 4", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter sp. MGH 4"
"SRR11355547", 657669, 301543670, 419257, " Yersinia massiliensis", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Yersinia", " Yersinia massiliensis"
"SRR1588366", 7838195, 2351458500, 1449261, " Oceanospirillales bacterium SCGC AD-305-P06", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " NA", " NA", " Oceanospirillales bacterium SCGC AD-305-P06"
"SRR850711", 2861033, 577928666, 1329825, " Enterobacter sp. MGH 16", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter sp. MGH 16"
"SRR3314001", 16341690, 2451253500, 1122200, " Marinobacterium jannaschii DSM 6295", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Oceanospirillaceae", " Marinobacterium", " Marinobacterium jannaschii"
"SRR721208", 23896813, 4827156226, 1144672, " Acinetobacter sp. CIP 56.2", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter sp. CIP 56.2"
"SRR6683463", 2253390, 675569932, 2079254, " Alteromonas indica", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Alteromonadaceae", " Alteromonas", " Alteromonas indica"
"SRR14766876", 1368461, 404788299, 485870, " Pseudomonas anuradhapurensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas anuradhapurensis"
"DRR199527", 1399994, 412074652, 2675735, " Raoultella sp. WP9-W19-ESBL-04", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Raoultella", " Raoultella sp. WP9-W19-ESBL-04"
"SRR4136589", 3972284, 1191685200, 1566247, " Pseudomonas sp. NFACC10-1", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. NFACC10-1"
"SRR17304136", 1563054, 312610800, 565, " Atlantibacter hermannii", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Atlantibacter", " Atlantibacter hermannii"
"SRR16069089", 126903, 2689409051, 2876028, " Enterobacter cloacae complex sp. ECL352", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter cloacae complex sp. ECL352"
"SRR12846925", 35909118, 7253641836, 2778644, " Vibrio sp. OPT41", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio sp. OPT41"
"DRR237654", 3797648, 1139294400, 40223, " Methylophaga thalassica", " Bacteria", " NA", " Gammaproteobacteria", " Thiotrichales", " Piscirickettsiaceae", " Methylophaga", " Methylophaga thalassica"
"SRR10608971", 997115, 140101671, 2683259, " Pseudomonas sp. SLFW", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. SLFW"
"SRR6320058", 43253714, 8737250228, 2054186, " Shewanella sp. OPT22", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Shewanellaceae", " Shewanella", " Shewanella sp. OPT22"
"SRR11853074", 149804, 731011963, 1085644, " Allofrancisella frigidaquae", " Bacteria", " NA", " Gammaproteobacteria", " Thiotrichales", " Francisellaceae", " Allofrancisella", " Allofrancisella frigidaquae"
"SRR21337373", 1565425, 794021159, 2494702, " Enterobacter huaxiensis", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter huaxiensis"
"SRR7178074", 4915684, 1484536568, 491951, " Marinomonas aquiplantarum", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Oceanospirillaceae", " Marinomonas", " Marinomonas aquiplantarum"
"SRR10194532", 460416, 1275714631, 212667, " Vibrio fortis", " Bacteria", " NA", " Gammaproteobacteria", " Vibrionales", " Vibrionaceae", " Vibrio", " Vibrio fortis"
"DRR240132", 3808545, 1142563500, 112002, " Psychrobacter pacificensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Moraxellaceae", " Psychrobacter", " Psychrobacter pacificensis"
"SRR14936350", 1615992, 428619149, 2851877, " Stenotrophomonas sp. 7824-30-E1", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Stenotrophomonas", " Stenotrophomonas sp. 7824-30-E1"
"SRR4235010", 3672033, 1108953966, 237610, " Pseudomonas psychrotolerans", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas psychrotolerans"
"SRR8858239", 107169, 276594254, 2697027, " Sodalis ligni", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Bruguierivoracaceae", " Sodalis", " Sodalis ligni"
"SRR4139943", 3750699, 1125209700, 1566216, " Pseudomonas sp. NFPP02", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. NFPP02"
"SRR15801988", 5421035, 1095049070, 652, " Aeromonas schubertii", " Bacteria", " NA", " Gammaproteobacteria", " Aeromonadales", " Aeromonadaceae", " Aeromonas", " Aeromonas schubertii"
"SRR3110921", 163482, 2883102524, 53408, " Pseudomonas citronellolis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas citronellolis"
"SRR12633797", 532929, 319757400, 2745936, " Pseudomonas sp. UFMG81", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. UFMG81"
"SRR11362850", 28128, 500002727, 1758730, " Pseudomonas sp. BIOMIG1BAC", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. BIOMIG1BAC"
"SRR2127634", 2769120, 559362240, 1686385, " Citrobacter sp. BIDMC108", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Citrobacter", " Citrobacter sp. BIDMC108"
"SRR4234991", 2861909, 864296518, 1007099, " Pseudomonas kuykendallii", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas kuykendallii"
"SRR7175538", 4248004, 1282897208, 198480, " Psychrobacter fozii", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Moraxellaceae", " Psychrobacter", " Psychrobacter fozii"
"SRR16203844", 776666, 368116783, 2881048, " Acinetobacter sp. 0000-0091-0263", " Bacteria", " NA", " Gammaproteobacteria", " Moraxellales", " Moraxellaceae", " Acinetobacter", " Acinetobacter sp. 0000-0091-0263"
"SRR6220009", 738571, 370762642, 55211, " Erwinia persicina", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacteriales", " Enterobacteriaceae", " Erwinia", " Erwinia persicina"
"SRR20722478", 1062352, 639535904, 2854767, " Enterobacter sp. ENT02", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Enterobacter", " Enterobacter sp. ENT02"
"SRR18912049", 4126362, 1246161324, 2937766, " Salmonella sp. SM21", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Salmonella", " Salmonella sp. SM21"
"SRR14935853", 1610448, 433251288, 2851867, " Stenotrophomonas sp. 7822-39-C2", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Xanthomonadaceae", " Stenotrophomonas", " Stenotrophomonas sp. 7822-39-C2"
"SRR3927380", 7970577, 2391173100, 2739064, " Marinobacter gelidimuriae", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Marinobacteraceae", " Marinobacter", " Marinobacter gelidimuriae"
"SRR10249440", 5459744, 1648842688, 2604091, " Marinobacter changyiensis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Marinobacteraceae", " Marinobacter", " Marinobacter changyiensis"
"SRR6219789", 632997, 317764494, 1465635, " Pantoea coffeiphila", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Erwiniaceae", " Pantoea", " Pantoea coffeiphila"
"SRR4136597", 3680420, 1104126000, 1566190, " Pseudomonas sp. NFACC23-1", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. NFACC23-1"
"SRR1798102", 14755673, 4456213246, 1292012, " Colwellia sp. SCGC AC281-N11", " Bacteria", " NA", " Gammaproteobacteria", " Alteromonadales", " Colwelliaceae", " Colwellia", " Colwellia sp. SCGC AC281-N11"
"SRR4150502", 4283387, 1293582874, 1379159, " Dyella jiangningensis", " Bacteria", " NA", " Gammaproteobacteria", " Xanthomonadales", " Rhodanobacteraceae", " Dyella", " Dyella jiangningensis"
"SRR5185398", 1561681, 409267228, 2093858, " Escherichia sp. MOD1-EC1915", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Enterobacteriaceae", " Escherichia", " Escherichia sp. MOD1-EC1915"
"SRR4159336", 3685111, 1112903522, 416873, " Halomonas arcis", " Bacteria", " NA", " Gammaproteobacteria", " Oceanospirillales", " Halomonadaceae", " Halomonas", " Halomonas arcis"
"SRR4235055", 108940, 466714077, 1148509, " Pseudomonas prosekii", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas prosekii"
"SRR4234967", 3218974, 972130148, 101564, " Pseudomonas alcaliphila", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas alcaliphila"
"SRR12879379", 2244202, 464526684, 2781239, " Pseudomonas cyclaminis", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas cyclaminis"
"SRR20722464", 1578313, 950144426, 2769265, " Pseudomonas sp. PDM08", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Pseudomonas", " Pseudomonas sp. PDM08"
"SRR4235007", 3418106, 1032268012, 254161, " Halopseudomonas pachastrellae", " Bacteria", " NA", " Gammaproteobacteria", " Pseudomonadales", " Pseudomonadaceae", " Halopseudomonas", " Halopseudomonas pachastrellae"
"SRR3927272", 22860321, 3474768792, 2703885, " Rahnella aceris", " Bacteria", " NA", " Gammaproteobacteria", " Enterobacterales", " Yersiniaceae", " Rahnella", " Rahnella aceris"
